title,text
Чикерева_Концепция_Стена_как_носитель_информации.docx,"[bookmark: _GoBack]Екатерина Чикерева
Триптих «Стена как носитель информации»
Графика 
2024
     
В триптихе отражается чёткое и уже понятное начало, переход и неясное будущее.
Центральная работа собирает воедино два периода в одну плоскость в виде стены или фасада.
Это наше прошлое, архаика, наследие и известная культура (в виде архитектурных элементов) и будущее, неизвестное, но которое можно спрогнозировать, захватывая все предыдущие периоды. Возможно, что это утопия и великая загадка, а возможно, что нет. 

Екатерина родилась 27 июня 1989 г., в городе Харцызске Донецкой области. Сейчас проживает в Тюмени. Выпускница филиала Уральской архитектурно-художественной Академии по специальности «Дизайн среды» в 2012 г.
Работает дизайнером интерьеров. 
С 2017 г. является членом Международной ассоциации изобразительных искусств при ЮНЕСКО и ВТОО Союз художников России (Тюменское отделение). 
Работает преимущественно с графическими материалами, инструментами в зависимости от идеи, замысла. Её проекты и картины выражают большую тягу к путешествиям, знакомству с новыми местами, художница собирает обобщённый образ от увиденного в едином пространстве.
"
Provodenko-info.docx,"Евгений Проводенко 
«Время в руках»
Техника: цифровое коллажирование на панораме
2024
Сферический срез слияния времён Тюмени на основе слоёв архивного исторического прошлого, реального панорамного настоящего и выдуманного генеративными нейросетями вероятного будущего. Переливы голографической пленки в объекте символизируют ключевую незримую материю времени и подчеркивают субъективное отношение человека к его восприятию в воспоминаниях.
Евгений Проводенко – медиахудожник, резидент сообщества Тюменских музыкантов\визуализаторов SONMMUSIC.
Арт-объект «Из космоса в космос» художника был представлен на выставке «Все свои – синхронизация» 2021 года. 
[bookmark: _GoBack][bookmark: _heading=h.daa19q3wamfo][bookmark: _GoBack][bookmark: _heading=h.daa19q3wamfo]
"
Шилина Кристина. Этикетаж Север.docx,"Кристина Шилина
Серия «Север»
«Звезда»
Ткань, искусственная кожа, бусины, клей, нитки
2024

«Ель»
Ткань, клей
2024

«Вышка»
Ткань, клей, нитки
2024

«Олень»
Ткань, мех, клей, нитки
2024

Серия «Север» – четыре полотна с простыми названиями «Звезда», «Ель», «Вышка» и «Олень». Это отсылка к полотнам Тимура Новикова и картинам Нико Пиросмани, но с сибирским колоритом. Серия передаёт детское восприятие мира художницей. Ощущение, когда ты узнал, что земля не плоская, а, оказывается, круглая. Что на небе есть одна, самая яркая полярная звезда. Что вспышки в ночном небе – это северное сияние, а огонь, который горит вдалеке, – попутный газ, сжигаемый на нефтяных вышках.
Идея этой серии – триумф добра и радости, свойственный детям. Как и Тимур Новиков, в этой серии работ я стараюсь дать возможность зрителю отдохнуть, не думать и не искать глубинных смыслов, а, скорее, обратиться к своим ощущениям. Получить приятные эмоции от тех переживаний и, возможно, воспоминаний, которые рождаются при рассматривании этих полотен.

[bookmark: _GoBack]Родилась в северном городе Нижневартовске в 1986 году. Жила в Петербурге и Тбилиси. Сейчас живёт и работает в Тюмени. Начала создавать художественные объекты с 2015 года. В 2022 году стала победительницей грантового конкурса «Цех», в рамках которого организовала свою первую персональную выставку «Амнезия» в мультицетре «Контора пароходства».  Зимой 2023 года с дополнениями повторила её на площадке молодёжного театрального центра «Космос». В 2024 г. выиграла грантовый конкурс «Факультет создателей» с проектом психотерапевтической арт-лаборатории «Я в домике» и последующей выставкой. 
Работает с темами памяти и детства. Изучает, как эти категории влияют на наше прошлое, настоящее и будущее. Характерные черты творчества автора – интертекстуальность и эклектичность. 



"
Проведенко_Монолит.docx,"Евгений Проводенко 
«Монолит»
Техника: глитч-арт
2024
Видео-арт с улицами Тюмени. Ежедневно преодолевая маршруты из точки А в точку Б, мы выжигаем на задворках своего подсознания отображаемые образы огней и фасадов, пешеходов и перекрёстков города. Процесс выжигания укоренён в нашей психике, как гигантский монолит, сопровождающий нас на протяжении жизни. 
Евгений Проводенко – медиахудожник, резидент сообщества Тюменских музыкантов\визуализаторов SONMMUSIC.

Арт-объект «Из космоса в космос» художника был представлен на выставке «Все свои – синхронизация» 2021 года. 

"
Гатауллина Диана.docx,"Гатауллина Диана / mojno.prosto.di 

Триптих “Под Никольским мостом”

Тех, кто прошел набережную до самого
конца ожидает вид на реку, текующую под
Никольским мостом. Некогда обмелевший
приток, утекающий в трубу, пустынный
овраг, который много лет хотели
облагородить, в наши дни выглядит
просто неверотно. Природа взяла свое, и я
хочу, чтобы как можно больше людей
увидели это таинство.


Био//

Мои картины выполнены акрилом на холстах в технике мистический реализм.
 
В работах я возвращаюсь к истокам: к родному Аравийскому морю и к древнему  Тюменскому, к их легендам и богатой природе. 

Ракушка — самый часто встречающийся образ в моих картинах как символ истории. Той, что существовала миллионы лет до нас и останется после. Вмурованная в гранитные плиты на стенах метро, висящая на шее после отпуска или только формирующаяся раковина речного моллюска в заводи, где бы ты даже не хотел охдадить ног — она все также хранит историю. И на каждом этапе эта раковина ценна для тех, кто ей обдалает. 
 

Образование:
2008-2019 МАУ ДО «ДШИ «Гармония» 
2019-2020 Центр Искусства Модерн 
2020-2022 Тюменский государственный институт культуры
2023-2024 Rumak Art School 

Выставки и фестивали: 
2018 Лаурет 1 степени Международный молодежный архитектурно-художественный фестиваль
«Золотая АрхИдея» Тюмень
2018 Лауреат 1 степени Международный фестиваль «Солнце радость красота» Несебр, Болгария 
2019 Международный фестиваль «Подводный мир» 
2022 Публикация в журнале Sonder Zine issue 1 «Сон»  
2022 Фестиваль современного искусства «Артчоус» Тюмень 
2023 Выставка Sonder Zine issue 2 Тюмень 2023 Публикация в журнале Sonder Zine issue 2 “Quality of life”
2023 Арт фестиваль современного искусства при поддержке президентского фонда культурных инициатив. Контора Пароходства, Тюмень 
2024 Аукцион в поддержку открытия Центра современнной культуры “Золото+Болото”
2023 Создание паблик-арт «Морфология улиц» Тюмень 
2023 Иллюстрация выпуска газеты «Вы» Тюмень 
2023 Маркет современного искусства «Артчоус» Тюмень
2024 Публикация в журнале Sonder Art Mag issue 3 «This is about future»
2024 ⅢМеждународный конкурс живописи “Лики Ангелов Мира”
2024 Аукцион в поддержку открытия Центра современнной культуры “Золото+Болото”
2024 Паблик-арт выставка «А море внутри»  молодежный театральный центр «Космос»
[bookmark: _GoBack]
"
Окаева.docx,"Диана Окаева
«Дома лучше. Карта значимых мест»
[bookmark: _GoBack]Вышивка, графика
2024

Каждый день каждый из нас ходит по городу и ткёт свою паутинку дорожек. Они петляют, иногда непослушно путаются, иногда неожиданно сплетают нас в единый комочек разных маршрутов. Наверняка у всех было: бежишь по делам, а тебе навстречу знакомый, а потом ещё один, и ещё! Все наши тропинки переплетаются в бесконечное полотно крепко-накрепко связанных между собой ниточек, которые ведут к совершенно разным зданиям, паркам, дворам. 
[bookmark: _heading=h.gjdgxs]Карта через частные значимые места моего папы, человека, который самым первым из всей нашей семьи оказался в Тюмени, будучи 17-летним школьником, показывает очень личную, но одновременно нашу общую историю жизни в Тюмени. Историю наивную, местами глупую и трогательную, которая началась в первые годы 1980-х.
Диана Окаева – тюменская дизайнер и художница родом из Грозного. Училась в ТГАКИиСТ на дизайнера костюма, преподаёт в «Ок.кружок», читает лекции в школе дизайна DH. В 2024 г. приняла участие в фестивале «Архстояние», совместно с другими художниками создала арт-объект для перформативной игры «Туки-туки-тук» в Никола-Ленивце. Принимала участие в выставках «Персональная точка на карте» (г. Дербент, 2023 г.), «Беспредельное» (г. Москва, 2024 г.), персональная выставка «Йовлакх» (г. Тюмень, 2024 г.).

"
"Хусаинова “Там, только там”.docx","[bookmark: _GoBack]Эльвира Хусаинова 
«Там, только там»

Инсталляция
2024 

Эта работа содержит в себе сразу несколько временных измерений. Каждый объект отражает отдельное выставочное событие со своими процессами, которые остаются невидимыми в рамках инсталляции. Радиус (квотерпайп), чёрно-белая клетка, узор и театральная одежда своей встречей создают общее будущее в новом формате, при этом являясь гиперссылкой в прошлое. 

Как далека эта имитация от реальности происходившего?

Можно ли допрыгнуть до прошлого через декорации, не проткнув их носом Пиноккио?

Этот прыжок предлагается сделать каждому и оказаться там, только там, куда приведёт его фантазия и опыт посещения загаданных событий или его отсутствие.

«Там, только там, только там электрический рассвет и меня как будто нет, па-па-ра-ру-рам».

За возведение радиуса я благодарю человека, которого многие знают под псевдонимом KitKat. Последние семь лет он отдал скейтбордингу.  Он и его друзья занимаются строительством скейтпарков и организацией скейтборд-контестов в Тюмени. За последние несколько лет они построили шесть бетонных скейтпарков и не планируют останавливаться.








Художник, куратор арт-событий и организатор творческого сообщества BUDU (Буду).

Детство автора прошло вдали от цивилизации. Они с семьёй жили на берегу озера Петигуль, в окружении множества других озер, болот и лесов. Это место силы и первозданности, где человек сливается с воздухом, водой и растениями. 
Художница не ограничивается одной техникой или материалом. Имеет опыт работы с графикой, живописью, цифровым искусством, вышивкой, лепкой, отливом из пластика и смешанной техникой, а также соучастными художественными практиками и перформансом.


Участница выставок: выставка независимого творчества «ОНО» 2015 год, выставка инсталляции и перформанса «Ш» 2016 год, выставка жизни и смерти «LOOP» 2017 год, «СТЕНА» 2017 - 2019 годы.

"
Хуллиттуллина Может чаю_.docx,"Rose Asрho
«Может, чаю?»

Инсталляция
2024

Садись, друг, расскажи: как дела, где был, что видел? 
Не торопись, сперва выпьем чаю. 

Художница рассматривает чаепитие, как форму общения, как предлог для доброго разговора по душам, ведь многовековой процесс чаепития превратился в культурный код дружелюбия у многих народов мира.

Во многих странах чаепитие стало ритуалом, доставляющим и хозяевам, и гостям духовное наслаждение. 

У татар чай традиционно имеет особо важное значение, поэтому для Rose Asрho этот напиток остается чем-то «родным», комфортным, который объединяет коллег, влияет на укрепление родственных связей, расширяет круг друзей. 

Rose Asрho – тюменская мультидисциплинарная художница, бумажный инженер, дизайнер, создатель авторских украшений. В своих работах показывает всё, что её волнует, увлекает или захватывает: любовь к природе, мифологии, татарской культуре, родному городу, чувствам. 

Училась в ТГИК на художника-живописца. Создала свою выставку в кофейне «Искусство» и в мастерской «Дайте стену», участвовала в выставках «Синхронизация» и «Топь», работала художником-иллюстратором над эко-проектом «Что будет после меня», куратором и создателем выставки «Между явью и сказкой» в Историческом парке «Россия – моя история», участвовала как художник в арт-резиденции «Вход здесь» и в проекте «По домам». В июле 2024 г. провела арт-лабораторию с жителями города в рамках «Морфологии улиц».

[bookmark: _GoBack]Rose Asрho
Серия «Моё богатство»

Панно
2024

Раньше на большие праздники татарские женщины надевали на себя самые красивые наряды и самые дорогие украшения, которые у них были. В своих (пока что) трёх работах Rose Asрho  захотела показать богатство татарского фольклора через форму традиционных украшений. Все три украшения связаны водной стихией: Су Анасы – водяная, Юха – обитает рядом с озёрами, баит Сак-Сок наполнен до краёв слезами.

Rose Asрho – тюменская мультидисциплинарная художница, бумажный инженер, дизайнер, создатель авторских украшений. В своих работах показывает всё, что её волнует, увлекает или захватывает: любовь к природе, мифологии, татарской культуре, родному городу, чувствам. 
Училась в ТГИК на художника-живописца. Создала свою выставку в кофейне «Искусство» и в мастерской «Дайте стену», участвовала в выставках «Синхронизация» и «Топь», работала художником-иллюстратором над эко-проектом «Что будет после меня», куратором и создателем выставки «Между явью и сказкой» в Историческом парке «Россия – моя история», участвовала как художник в арт-резиденции «Вход здесь» и в проекте «По домам». В июле 2024 г. провела арт-лабораторию с жителями города в рамках «Морфологии улиц».

Су Анасы
Это женский водяной дух, обитающий в разных водоёмах. Обычно его изображают как высокую женщину с белой кожей и зелёными волосами. Художница показала её мирной старушкой, которая выступает хранительницей водной среды. 
Зимой Су Анасы спит в пруду подо льдом, поэтому есть поверье, что нельзя шуметь на льду, чтобы ее не потревожить.
Чтобы не гневить хранительницу водоёма, люди задабривают её, бросая в воду монетку или кусочек еды. Взамен она даёт хороший улов рыбы, удачную переправу на другой берег или поход за водой.
Образ Су Анасы сохранил в себе функции и облик древнего божества плодородия и водной стихии в женской ипостаси.

Юха 
Это могучий 1000-летний змей, который может превращаться в человека. Обычно он выбирает образ роковой красавицы. Очень любит воду, поэтому обитает возле водоёмов. 
Юха околдовывает своей соблазнительной красотой, подчиняет своей воле мужчин и по ночам пьёт их кровь. При этом во время женитьбы она выдвигает избраннику ряд требований: во-первых, он не должен видеть, как его возлюбленная расчёсывается; во-вторых, он не должен гладить её по спине. Иначе мужчина может увидеть чешую на спине Юхи или может стать свидетелем того, как его любимая снимает собственную голову для того, чтобы расчесать свои длинные волосы. Если Юху не уничтожить, в скором времени после свадьбы её избранник погибает. 
Уничтожить её можно только на суше, где Юха более уязвима. 
Художница изобразила это существо в момент свадебной церемонии. На Юхе самый красивый наряд, который надевают раз в жизни, и смотрит она на своего избранника пожирающим взглядом.

Сак-Сок
Баит –  жанр поэтического творчества татарского народа (лиро-эпос татар Среднего Поволжья). Как жанр возник около XIV–XV вв.
Баит «Сак-Сок» рассказывает о том, что жили-были два народа, и не поделили они Солнце. Злой дух Див украл Солнце – появилась высокая стена, которая заслонила горизонт. С одной стороны стены жили батыр (отец) и его жена Табиба-Чак-чак (мать). Батыр собрался разбить мечом эту высокую стену, но у него не получилось. Тогда он обратился за помощью к своим сыновьям, чтобы они принесли ему волшебную стрелу из дома. Дети не донесли эту заветную стрелу, потому что до ночи заигрались в лесу. По другой версии, они долго спорили, кто же из них понесёт стрелу отцу, но так и не договорились. Узнав, что сыновья не исполнили просьбу отца, мать прокляла их, и два брата превратились в фантастических птиц Сак и Сок, которые были обречены на вечную разлуку с родителями и друг с другом.
"
Аннотация.docx,"Аннотация выставки «Культурный слой»
Локальная идентичность обнаруживается в непрерывном поиске или создаётся собственноручно акторами культурной среды? На этот вопрос мы предлагаем вам найти ответ самостоятельно в процессе изучения выставки «Культурный слой». Последние несколько лет всё чаще и чаще в дискурсе регионов звучит вопрос поисков «своего лица». Важным актором в процессе этого поиска в Тюмени являются местные современные художники. Современное искусство становится инструментом и языком, который используется для создания новых смыслов, отражения локального нарратива и исследования культурного слоя города.
«Культурный слой» – выставка современного тюменского искусства, взявшая на себя задачу зафиксировать художественную жизнь города и её участников с 2000 по 2024 год. Художественную практику этого периода можно охарактеризовать как перетекающие друг в друга культурные потоки. Проекты, созданные молодыми художниками до 2010 года, подталкивали к зарождению своих последователей, появившихся с 2010 по 2020 годы. А последние уже создали то разнообразие, которое мы видим в настоящий момент. Одной из особенностей культурной жизни города является появление в заявленный период не менее 13 художественных объединений. Будучи площадками для творческого взаимообмена, они спровоцировали толчок к развитию активной художественной среды.
Входя в пространство «Культурного слоя», мы видим, как те самые акторы исследования «своего лица» обращаются к историческим, этническим, антропологическим и географическим темам в процессе поиска новых форм диалога между прошлым, настоящим и будущим. Подобно археологам, художники раскапывают артефакты ушедших эпох и настоящего времени, чтобы составить жизнеописание и культурный облик Тюмени. 
Обращаясь к историческому прошлому, авторы переосмысляют купеческое наследие, работают с музейными архивами, очеловечивают город, наделяя его историей и характером, занимаются интерпретацией сохранившейся материальной культуры в виде архитектурного наследия и скульптурного фонда. А также воспроизводят значимые фрагменты из памяти художественного сообщества.
В вопросе локальной идентичности важным аспектом является этническая культура, которая раскрывается на выставке посредством работы художников с мифологией, фольклором, традициями, символикой и национальными ремёслами русской, татарской, хантыйской и мансийской культур. Такой межкультурный диалог отражает разные ценности и практики по отношению к локальному искусству, а также подчёркивает видимость особенностей региона.
Один из ответов на вопрос «Кто мы?» авторы находят в известной поговорке «Тюмень – столица деревень». Под новым углом мы видим изображённые в лирических и поэтических тонах населённые пункты Тюменской области: Велижаны, Исетское, Леваши, Новикова, Суклем и другие. Художники и здесь обращаются к архиву, но уже личному, используя в своём высказывании не только образы предметов, но и сами объекты в физическом их воплощении. 
Географический ландшафт области, её природные особенности – растительный мир, леса, болота, древнее Западно-Сибирское море, а также другие водоёмы – поглощают тюменских авторов не меньше. Природные следы жизни и смерти, роста и распада, стихийных изменений, взаимодействия человека с окружающим миром помогают авторам отразить темы течения времени, изменчивости пространства, непрерывности жизни в глобальном смысле. 
Художники в попытке увидеть себя и город со стороны в контексте художественной среды сформировали актуальное высказывание на тему локальной идентичности. Частое обращение к таким медиумам, как текстильное искусство, видео-арт, инсталляция и цифровые технологии, свидетельствует о тенденции к поиску иных форм высказывания, свойственных актуальному искусству. Получившийся этнокультурный ландшафт территории подчёркивает наслоение разнообразных культурных потоков, присутствие местной самобытности и одновременно нахождение в глобальном дискурсе современного искусства. 
[bookmark: _GoBack]Клейман Елена – художница, исследовательница тюменского искусства, создательница газеты об искусстве Тюмени «Вы».
"
Евгений Молоков.docx,"Евгений Молоков
«Точка опоры» 
[bookmark: _heading=h.ou95cjgp9yt3][bookmark: _heading=h.wg7knyfjptmx]Техника: холст, масло
2024
[bookmark: _heading=h.9a12sevnzoxh][bookmark: _heading=h.sppqab41o5s5]«В вечной турбулентности найти эффективную точку опоры необходимо. Мгновение её выбора задаёт дальнейший вектор движения и грядущие трансформации. Воля к принятию решений в этой якобы паузе – самоидентификация, определяющая тебя в дальнейшем через действия в моменте. Точность решения обозначит только твой метод, который и есть точка опоры для последующих перемен.»
[bookmark: _GoBack]
Художник, дизайнер, преподаватель школы дизайна DH. 
Исследователь психологии архитектурной среды.
Автор методик по дизайн-аналитике и развитию абстрактного мышления для дизайнеров.
Лауреат всероссийских фестивалей, конкурсов дизайна и архитектуры, участник региональных выставок и арт-маркетов. 
[bookmark: _heading=h.gjdgxs]
"
Тасымов_Жаслан_Фасадный_слой_Описание_.docx,"Жаслан Тасымов 
«Фасадный слой»
Техника: панно, мозаика 
2024

Проходя мимо деревянных домов, в силу своей заинтересованности и, вероятно, профдеформации столяра-плотника, всегда подмечаю, каким образом хозяева оформили внешний декор своих жилищ. Больше всего в поле зрения попадают наличники.  
Мне захотелось показать разные виды наличников из разных районов Тюмени. Этим проектом я хочу запечатлеть эти «артефакты культурного слоя», многие из которых, скорее всего, обветшают и впоследствии будут снесены и застроены.
[bookmark: _GoBack]В своей работе я не демонстрирую наличники, которые располагаются в историческом центре нашего города, а показываю особенности деревянного зодчества окраин. 

Жаслан создает мебель и предметы для дома и офиса уже более 10 лет. С детства его тянуло к природе, особенно к дереву, что, вероятно, связано с его происхождением из небольшого поселка, окруженного лесами и реками. Часто проводя время с бабушкой и дедушкой, который был столяром, Жаслан развил интерес к этому ремеслу.
После переезда в Тюмень он поступил в колледж, где освоил столярное дело и работал в нескольких местных компаниях. Набравшись опыта, он основал собственный бренд «остá», что переводится как «мастер» или «умелец».
Его изделия отличаются минималистичным дизайном и включают дополнительные опции. Большинство из них изготовлены из фанеры — прочного, доступного и экологичного материала.
"
Четыре_Стороны_Дома_Дайте_Стену_Культслой.pdf,"
«ДАЙТЕ СТЕНУ»

Команда художников, стрит-артистов, дизайнеров, модельеров. Мультидисциплинарная 
команда. В 2023 году объединились, чтобы вместе создавать крупные паблик-арт 
проекты, организовали мастерскую/галерею в центре города Тюмень. Это первое 
независимое арт-пространство и одновременно рабочее место, в котором создаётся 
библиотека экспериментов в области искусства.

Тюмень
giveusawall.art

САША МЕЛЬНИКОВА
Мультисдисциплинарный художник, дизайнер, арт-директор, куратор. Выпускник 
школы Родченко и Тюменского Института Дизайна, создаёт инсталляции, живопись, 
графику, занимается стритартом, снимаем фото и видео, пишет поэзию. Любит 
экспериментировать с материалами. Работает над проектом титановой живописи, 
которая выставлялась на персональной выставке по итогам арт-резиденции в г. 
Выкса. Участник Красноярской биеннале 2023, спецпроектов 5-й и 6-й Уральской 
индустриальной биеннале, проекта NEMOSKVA, фестивалей Арт-Проспект, 
Морфология Улиц, Карт-Бланш. Вошла в лонг-лист премии Курёхина в 2023.

ВАСИЛИЙ КИРИЛОВ
Выпускник ТГУ, молодой художник живописец, изучает и работает с различными 
печатными техниками, керамикой, создаёт иллюстрации, эскизы к татуировкам, 
занимается стрит-артом.

АЛЕКСАНДР КУЗЬМИН
Мультидисциплинарный художник, дизайнер. Создаёт каллиграфические и шрифтовые 
композиции, живописные freestyle полотна, экспериментирует с форматами, 
материалами и фактурой. Исследует современные возможности шрифта и типографики 
в городской среде.

САВЕЛИЙ МЕЛЬЧАКОВ
Молодой начинающий модельер, дизайнер и художник. Интересуется абстрактными 
образами, исследует формы телесности и текучести, занимается стрит-артом, готовит 
первую коллекцию одежды. Объединяя любовь к уличной культуре и швейному делу 
Сава создает оригинальные и самобытные произведения.

http://giveusawall.art


«ЧЕТЫРЕ СТОРОНЫ ДОМА» 

Дом является первым образом, который воспроизводит человек. Дети в первую очередь рисуют 
дом и семью. Каждый из домов уникален своей сутью и наполнением. «Дайте Стену» пытается 
олицетворить творческий дом, где каждый — это опора, каждый — стена. Дом — это модель,  а 
четыре его стороны – это разнообразие. Как 4 стороны света, 4 времени года, 4 времени суток 
— полноценное творческое исследование с разных сторон того, что мы видим на улицах города, 
о чём читаем в книгах истории. Воссоздаём и одновременно наращиваем новый слой, который 
наслаивается нелинейной структурой и нелогичен. 

Первая сторона. 
Переосмысляя Тюменский дом и Тюменскую резьбу, Александр Кузьмин создаёт наличник, 
используя современные техники 3D-печати и резки пластика. Изучив узоры народных мастеров, 
которые использовали в своих работах мотивы повседневной жизни, мотивы природы, цветов и 
растений, он берёт за основу современную городскую повседневность и переосмысляет разные 
стили граффити-шрифтов. В этой вариации наличника раскрывается вариативность сочетания и 
разнообразие букв.

Вторая сторона. 
Савелий Мельчаков переносит динамизм и цветовую палитру уличного искусства на 
ткань, создав самую уютную стену в доме. Похожее на огромное покрывало для детского 
шалаша, текстильное панно наполнено простыми понятными для всех сюжетами. Что 
делает этот шалаш безопасным, это горшок с цветами, вышитое окно и глядящие на 
зрителя глаза, полные интереса. 

Третья сторона.
Являясь самым активным исследователем городских закоулков, в поисках поверхностей для 
рисования команды, Василий Кирилов вдохновляется архитектурным декором советских 
пятиэтажных домов в маленьких дворах в центре города. Популярный строительный материал ХХ 
века завораживает своей способностью пропускать свет, он выглядит как световое украшение, 
притягивает взгляд ночью. Завороженность этим гениальным строительным материалом, его 
прочностью воплощается в несущей стене дома, отсылая нас и к заброшкам, и к бабушкиному 
подъезду.

Четвертая сторона.
Тексты являются одним из медиумов, с которыми работает Саша Мельникова. Стена, 
которую она создаёт, является квинтессенцией всей инсталляции, она рассказывает 
какой на самом деле это хрупкий мир, мир творчества и поиска своего внутреннего. 
Особенно сложным является этот поиск, когда он коллективный. Создавая свою сторону 
в последнюю очередь, пропустив через себя всю атмосферу и смыслы, заложенные 
у сокомандников, Саша пишет тексты, которые аккуратно упаковываются в защитные 
воздушные плёнки. Мир нуждается в заботе и бережной транспортировке из одного 
слоя в другой, хочется сохранить, уберечь самое хрупкое, спрятать чувства в невидимый 
защитный скафандр, дотронутся до сердца своего адресата. 


"
"Кристина_Бабина_Свет_мой,_зеркальце,_скажи_.docx","Кристина Бабина
«Свет мой, зеркальце, скажи…»
Пряжа, дерево
2024
Глаза – зеркало души. Зеркало – беспристрастный рассказчик. В нём отражается всё как есть, без преувеличений и преуменьшений. Оно не покажет чужого или ложного. Имея смелость взглянуть, можно увидеть свою истинную природу – природу творца.
«Меня привлекают в материале следы жизни и смерти, роста и распада. Люблю фактуру. Люблю ""контакт"" с поверхностью. Люблю потёртости, царапины, вмятины, рваный край и при этом чёткие линии и формы тоже. Всё, что «звучит», содержит информацию, имеет структуру, а значит, имеет свою историю и может её рассказать, а я послушать. Особая любовь – ржавое железо. Смесь холодного и жёсткого прошлого и зыбкого тлеющего будущего». 
Родилась в 1986 г. в городе Тюмени. 
В 2001 г. окончила детскую художественную школу им. А.П. Митинского г. Тюмени.
В 2004 г. окончила Тюменский государственный колледж профессионально-педагогических технологий, профессия «портной».
В 2009 г. окончила Тюменский государственный нефтегазовый университет по специальности «Инженер по проектированию текстильных изделий».
В студенческие и школьные годы активно участвовала в творческой, общественной и научной жизни учебного заведения, в организации и проведении мероприятий. Руководила Театром Моды. Организовала творческую мастерскую. Участвовала в региональных, российских и международных конкурсах модельеров.
В 2009 г., после окончания института, устроилась на работу художником-модельером и педагогом дополнительного образования, через несколько лет возглавила отдел художественно-творческой деятельности.
В период с 2018 по 2021 гг. получала образование и развивалась в области визуальных видов искусства, участвовала в различных конкурсах, выставках и фестивалях.
В 2022 г. организовала сообщество тюменских коллажистов «Коллаж-бэнд» и регулярно проводит встречи.
Постоянно пробует что-то новое: художественные направления, различные материалы и техники, ищет наиболее подходящие для выражения конкретной идеи. Работает на стыке различных медиа. Исследует тему чувствительности, контакта с внутренним и внешним миром.
Основные направления деятельности: скульптура, треш-арт, коллаж, ручное ткачество, Тюменская роспись, книга художника, иллюстрация.

Резиденции:
2022 - Временная Арт-резиденция «Вход здесь», г. Тюмень;
2021 - 2022 - Летняя арт-резиденция на Островах Ершовых, г. Касли;
2024 - Арт-резиденция «Древо», Библиотека и арт-резиденция «ШКАФ», г. Санкт-Петербург.

Персональные выставки:
2023 - Выставка «Кусочки нетленной души», Проект квартирных галерей «По домам», г. Тюмень;
2023 - Выставка «Моя оттепель», Загородный сад, г. Тюмень.

Избранные групповые выставки и конкурсы:
2024 - Выставка паблик-арта «А море внутри», Молодежный театральный центр «Космос», г. Тюмень;
2024 - Выставка «Древо», Библиотека и арт-резиденция «ШКАФ», г. Санкт-Петербург;
2023 - II Карельская биеннале изобразительного искусства «Энергетика сдержанности», Музей изобразительных искусств РК, г. Петрозаводск;
2023 - Выставка «Идите на свет», Гараж современного искусства «Гараж», г. Лобня;
2023 - Выставка в рамках Городского ландшафтного фестиваля искусств «Ключ», г. Тюмень;
2023 - Первая выставка локальных художников, Онлайн-галерея современного искусства «Золото-Болото»;
2023 - Выставка «Тюменский красильщик», Музей-заповедник деревянного зодчества и народного искусства, с. Нижняя Синячиха;
2023 - Выставка коллажей в рамках XX Международного фестиваля Jazz Dance Open Консерватория, Чехия, г. Пардубице;
2023 - Выставка «Жердёла», Художественная галерея «Ростов», г. Ростов-на-Дону;
2023 - Выставка «Мистерия-БУМ», Музей истории камнерезного и ювелирного искусства, г. Екатеринбург;
2023 - Выставка «Три миллиарда ватт», Галерея «Space Place», г. Нижний Тагил;
2023 - Фестиваль «Аленький цветочек», Здание Екатерининского общественного собрания, г. Санкт-Петербург;
2023 - XI ежегодный Фестиваль изящных искусств «RAKFAF», Галерея наследия Аль-Джазиры,  ОАЭ, г. Рас-Аль-Хайма;
2022 - Выставка - фестиваль современного искусства «ЖИВОЕ – ЗЕЛЁНОЕ», «Алебашевский базар», г. Тюмень;
2021 - Выставка «Без обид» на Фестивале городской культуры ЗАКАТ, Речпорт, г. Тюмень;
2018 - Региональный конкурс профессионального мастерства «Славим человека труда!» Музейный комплекс им. И.Я. Словцова, г. Тюмень;
2018 – «ПОРТФОЛИО-РЕВЮ», Мультицентр «Моя территория», г. Тобольск;
2018 - Конкурс иллюстраций национального выставочного проекта «Шукшин. Палитра героя», г. Москва;
[bookmark: _heading=h.gjdgxs][bookmark: _GoBack]2006 - VI международный конкурс «Русский силуэт» │ Концертный зал «Золотые ворота Сибири» г. Тюмень.
"
